 # step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 254200      1.65e-01    1.49e-01      3.11e-03    1.11e-03      1.82e-02    1.69e-02    7.7e-05
 254300      1.49e-01    1.62e-01      1.22e-03    2.96e-03      1.68e-02    1.82e-02    7.7e-05
 254400      1.60e-01    1.48e-01      4.69e-03    7.05e-03      1.71e-02    1.43e-02    7.7e-05
 254500      1.53e-01    1.34e-01      4.80e-03    8.83e-04      1.69e-02    1.51e-02    7.7e-05
 254600      1.48e-01    1.42e-01      4.06e-03    5.77e-03      1.61e-02    1.45e-02    7.7e-05
 254700      1.72e-01    1.55e-01      4.33e-03    3.11e-03      1.87e-02    1.72e-02    7.7e-05
 254800      2.02e-01    2.01e-01      1.19e-02    1.07e-02      1.96e-02    1.87e-02    7.7e-05
 254900      1.60e-01    1.58e-01      4.63e-03    5.05e-04      1.71e-02    1.79e-02    7.7e-05
 255000      1.49e-01    1.51e-01      3.73e-03    3.97e-03      1.63e-02    1.64e-02    7.7e-05
 255100      1.67e-01    2.08e-01      6.19e-03    7.63e-03      1.74e-02    2.16e-02    7.7e-05
 255200      2.00e-01    2.36e-01      6.61e-03    7.81e-03      2.14e-02    2.50e-02    7.7e-05
 255300      1.49e-01    1.45e-01      4.87e-03    9.43e-04      1.61e-02    1.65e-02    7.7e-05
 255400      1.58e-01    1.37e-01      3.13e-03    2.83e-03      1.75e-02    1.51e-02    7.7e-05
 255500      1.78e-01    1.41e-01      6.08e-03    4.42e-04      1.85e-02    1.60e-02    7.7e-05
 255600      1.44e-01    1.47e-01      3.45e-03    1.69e-03      1.57e-02    1.65e-02    7.7e-05
 255700      1.65e-01    1.77e-01      1.95e-03    2.38e-04      1.85e-02    2.01e-02    7.7e-05
 255800      1.72e-01    1.16e-01      5.90e-03    1.08e-02      1.83e-02    1.13e-02    7.7e-05
 255900      1.60e-01    1.10e-01      1.34e-03    5.79e-03      1.81e-02    1.20e-02    7.7e-05
 256000      1.68e-01    1.13e-01      3.49e-03    2.09e-03      1.86e-02    1.26e-02    7.7e-05
 256100      1.47e-01    1.54e-01      2.31e-03    8.99e-04      1.63e-02    1.75e-02    7.7e-05
 256200      1.53e-01    1.28e-01      6.47e-03    6.43e-03      1.55e-02    1.40e-02    7.7e-05
 256300      1.83e-01    1.19e-01      2.53e-03    9.40e-03      2.05e-02    1.22e-02    7.7e-05
 256400      1.50e-01    1.26e-01      4.34e-03    1.80e-03      1.59e-02    1.41e-02    7.7e-05
 256500      1.57e-01    1.54e-01      1.59e-03    6.06e-03      1.77e-02    1.57e-02    7.7e-05
 256600      1.36e-01    1.95e-01      4.60e-03    5.86e-03      1.49e-02    2.09e-02    7.7e-05
 256700      1.81e-01    1.49e-01      2.41e-03    3.66e-04      2.03e-02    1.69e-02    7.7e-05
 256800      1.52e-01    1.55e-01      2.26e-03    5.10e-03      1.67e-02    1.64e-02    7.7e-05
 256900      1.79e-01    1.63e-01      5.31e-03    5.95e-04      1.93e-02    1.84e-02    7.7e-05
 257000      1.88e-01    1.24e-01      2.72e-03    1.07e-03      2.10e-02    1.39e-02    7.7e-05
 257100      1.84e-01    1.96e-01      1.10e-03    3.91e-04      2.08e-02    2.22e-02    7.7e-05
 257200      1.51e-01    1.71e-01      1.20e-03    6.05e-03      1.70e-02    1.79e-02    7.7e-05
 257300      1.74e-01    2.16e-01      6.07e-03    3.07e-03      1.75e-02    2.42e-02    7.7e-05
 257400      1.42e-01    1.82e-01      2.25e-03    1.23e-03      1.59e-02    2.05e-02    7.7e-05
 257500      1.55e-01    1.70e-01      1.98e-03    1.46e-03      1.74e-02    1.91e-02    7.7e-05
 257600      1.32e-01    1.28e-01      3.43e-03    4.85e-03      1.45e-02    1.42e-02    7.7e-05
 257700      1.45e-01    1.46e-01      4.00e-03    8.29e-04      1.56e-02    1.65e-02    7.7e-05
 257800      1.57e-01    1.45e-01      6.11e-03    6.64e-03      1.59e-02    1.48e-02    7.7e-05
 257900      1.93e-01    1.49e-01      7.38e-03    4.74e-03      1.99e-02    1.60e-02    7.7e-05
 258000      1.47e-01    1.83e-01      3.17e-03    2.15e-03      1.58e-02    2.06e-02    7.7e-05
 258100      1.55e-01    1.51e-01      7.11e-03    7.62e-03      1.52e-02    1.65e-02    7.7e-05
 258200      1.57e-01    1.37e-01      2.47e-03    3.71e-03      1.75e-02    1.48e-02    7.7e-05
 258300      1.53e-01    2.10e-01      5.78e-03    8.52e-03      1.58e-02    2.13e-02    7.7e-05
 258400      1.57e-01    1.74e-01      2.87e-03    9.93e-03      1.74e-02    1.87e-02    7.7e-05
 258500      1.79e-01    1.26e-01      3.05e-03    9.12e-03      1.98e-02    1.32e-02    7.7e-05
 258600      1.83e-01    1.94e-01      3.35e-03    2.67e-03      2.05e-02    2.18e-02    7.7e-05
 258700      1.48e-01    1.26e-01      2.15e-04    7.55e-04      1.68e-02    1.43e-02    7.7e-05
 258800      1.54e-01    1.85e-01      3.52e-03    5.02e-03      1.69e-02    2.00e-02    7.7e-05
 258900      1.94e-01    1.73e-01      2.59e-03    3.08e-03      2.14e-02    1.94e-02    7.7e-05
 259000      1.71e-01    1.61e-01      1.41e-03    7.37e-04      1.93e-02    1.82e-02    7.7e-05
 259100      1.55e-01    1.86e-01      3.17e-03    5.16e-03      1.72e-02    2.01e-02    7.7e-05
 259200      1.55e-01    1.31e-01      2.81e-03    6.63e-04      1.73e-02    1.49e-02    7.7e-05
 259300      1.74e-01    1.63e-01      3.76e-03    2.15e-03      1.91e-02    1.83e-02    7.7e-05
 259400      1.86e-01    1.56e-01      2.20e-03    8.13e-03      2.09e-02    1.70e-02    7.7e-05
 259500      1.79e-01    1.59e-01      2.38e-03    1.35e-03      2.01e-02    1.79e-02    7.7e-05
 259600      1.45e-01    1.71e-01      4.72e-03    1.94e-03      1.57e-02    1.92e-02    7.7e-05
 259700      1.50e-01    1.41e-01      7.06e-03    2.53e-03      1.59e-02    1.57e-02    7.7e-05
 259800      1.42e-01    1.32e-01      3.02e-03    3.28e-03      1.57e-02    1.45e-02    7.7e-05
 259900      1.97e-01    2.10e-01      4.79e-03    2.06e-03      2.16e-02    2.37e-02    7.7e-05
 260000      1.60e-01    1.56e-01      1.57e-03    5.38e-03      1.89e-02    1.73e-02    6.9e-05
 260100      1.37e-01    1.16e-01      2.17e-03    6.02e-03      1.61e-02    1.33e-02    6.9e-05
 260200      1.45e-01    1.82e-01      2.79e-03    4.95e-03      1.69e-02    2.07e-02    6.9e-05
 260300      1.52e-01    1.73e-01      3.03e-03    5.12e-03      1.77e-02    1.95e-02    6.9e-05
 260400      1.25e-01    1.15e-01      2.19e-03    1.14e-03      1.47e-02    1.37e-02    6.9e-05
 260500      1.36e-01    1.20e-01      2.82e-03    8.00e-04      1.58e-02    1.43e-02    6.9e-05
 260600      1.65e-01    1.46e-01      3.78e-03    3.70e-03      1.90e-02    1.67e-02    6.9e-05
 260700      1.49e-01    1.64e-01      3.08e-03    5.19e-03      1.72e-02    1.93e-02    6.9e-05
 260800      1.68e-01    1.48e-01      6.18e-03    4.66e-03      1.84e-02    1.66e-02    6.9e-05
 260900      1.23e-01    1.42e-01      1.72e-03    2.01e-04      1.44e-02    1.69e-02    6.9e-05
 261000      1.39e-01    1.33e-01      4.73e-03    7.33e-03      1.53e-02    1.51e-02    6.9e-05
 261100      1.61e-01    1.06e-01      2.25e-03    4.74e-03      1.89e-02    1.23e-02    6.9e-05
 261200      1.38e-01    1.39e-01      1.36e-03    5.34e-03      1.64e-02    1.62e-02    6.9e-05
 261300      1.33e-01    1.27e-01      4.22e-03    4.01e-03      1.53e-02    1.45e-02    6.9e-05
 261400      1.38e-01    1.91e-01      2.38e-03    5.40e-03      1.61e-02    2.17e-02    6.9e-05
 261500      1.75e-01    1.85e-01      7.61e-03    4.29e-04      1.90e-02    2.21e-02    6.9e-05
 261600      1.40e-01    1.28e-01      5.38e-03    1.30e-03      1.54e-02    1.52e-02    6.9e-05
 261700      1.25e-01    1.68e-01      3.47e-03    5.06e-03      1.43e-02    1.89e-02    6.9e-05
 261800      1.54e-01    1.36e-01      1.74e-03    7.42e-03      1.82e-02    1.30e-02    6.9e-05
 261900      1.34e-01    1.39e-01      2.15e-03    4.82e-03      1.58e-02    1.62e-02    6.9e-05
 262000      1.69e-01    1.41e-01      1.67e-03    2.74e-03      2.00e-02    1.65e-02    6.9e-05
 262100      1.54e-01    1.47e-01      1.03e-03    3.73e-03      1.84e-02    1.73e-02    6.9e-05
 262200      1.60e-01    1.37e-01      2.04e-03    1.20e-03      1.89e-02    1.62e-02    6.9e-05
 262300      1.50e-01    1.32e-01      2.23e-03    3.92e-03      1.76e-02    1.56e-02    6.9e-05
 262400      1.49e-01    1.71e-01      5.46e-03    8.08e-03      1.61e-02    1.74e-02    6.9e-05
 262500      1.78e-01    1.30e-01      4.10e-03    1.42e-03      2.05e-02    1.54e-02    6.9e-05
 262600      1.30e-01    1.21e-01      1.92e-03    3.07e-03      1.53e-02    1.38e-02    6.9e-05
 262700      1.58e-01    1.28e-01      7.53e-03    2.64e-03      1.61e-02    1.49e-02    6.9e-05
 262800      1.64e-01    1.57e-01      2.94e-03    1.98e-03      1.87e-02    1.86e-02    6.9e-05
 262900      1.99e-01    1.88e-01      9.14e-03    7.68e-03      2.12e-02    2.00e-02    6.9e-05
 263000      1.42e-01    1.39e-01      5.75e-03    5.54e-03      1.54e-02    1.50e-02    6.9e-05
 263100      1.27e-01    1.77e-01      2.27e-03    6.81e-03      1.49e-02    1.91e-02    6.9e-05
 263200      1.53e-01    1.39e-01      4.65e-03    7.35e-03      1.71e-02    1.35e-02    6.9e-05
 263300      1.66e-01    1.40e-01      4.14e-03    4.85e-03      1.93e-02    1.54e-02    6.9e-05
 263400      1.35e-01    1.48e-01      3.57e-03    7.18e-03      1.51e-02    1.71e-02    6.9e-05
 263500      1.86e-01    1.56e-01      7.47e-03    8.89e-03      1.95e-02    1.46e-02    6.9e-05
 263600      1.46e-01    1.40e-01      3.71e-03    3.60e-05      1.70e-02    1.67e-02    6.9e-05
 263700      1.37e-01    1.30e-01      3.35e-03    7.79e-03      1.59e-02    1.46e-02    6.9e-05
 263800      1.76e-01    1.52e-01      2.30e-03    7.38e-03      2.08e-02    1.53e-02    6.9e-05
 263900      1.47e-01    1.73e-01      1.99e-03    3.46e-03      1.73e-02    2.01e-02    6.9e-05
 264000      1.38e-01    1.55e-01      2.14e-03    4.04e-04      1.62e-02    1.85e-02    6.9e-05
 264100      1.80e-01    1.15e-01      2.59e-03    4.44e-03      2.11e-02    1.24e-02    6.9e-05
 264200      1.51e-01    1.30e-01      3.94e-03    3.64e-03      1.71e-02    1.50e-02    6.9e-05
 264300      1.66e-01    1.08e-01      4.03e-03    3.31e-03      1.86e-02    1.27e-02    6.9e-05
 264400      1.51e-01    1.36e-01      2.85e-03    5.50e-04      1.73e-02    1.62e-02    6.9e-05
 264500      1.42e-01    1.42e-01      4.90e-03    1.72e-03      1.64e-02    1.68e-02    6.9e-05
 264600      1.60e-01    1.73e-01      3.15e-03    5.15e-03      1.85e-02    1.95e-02    6.9e-05
 264700      1.73e-01    1.32e-01      8.53e-03    2.19e-03      1.70e-02    1.56e-02    6.9e-05
 264800      1.39e-01    2.13e-01      8.78e-04    2.75e-03      1.65e-02    2.52e-02    6.9e-05
 264900      1.35e-01    1.49e-01      2.09e-03    3.33e-03      1.58e-02    1.72e-02    6.9e-05
 265000      1.57e-01    1.77e-01      4.38e-03    4.98e-03      1.80e-02    2.01e-02    6.9e-05
 265100      1.66e-01    1.78e-01      5.70e-03    9.32e-04      1.87e-02    2.12e-02    6.9e-05
 265200      1.48e-01    1.48e-01      5.27e-04    1.14e-03      1.76e-02    1.76e-02    6.9e-05
 265300      1.39e-01    1.87e-01      5.96e-03    4.54e-04      1.44e-02    2.23e-02    6.9e-05
 265400      1.32e-01    1.59e-01      4.73e-03    5.78e-04      1.47e-02    1.89e-02    6.9e-05
 265500      1.43e-01    1.06e-01      3.55e-03    4.66e-04      1.63e-02    1.26e-02    6.9e-05
 265600      1.39e-01    1.66e-01      4.53e-03    1.85e-03      1.54e-02    1.96e-02    6.9e-05
 265700      1.49e-01    1.31e-01      2.14e-03    4.90e-03      1.73e-02    1.43e-02    6.9e-05
 265800      1.55e-01    1.93e-01      4.08e-03    5.36e-03      1.76e-02    2.20e-02    6.9e-05
 265900      1.45e-01    1.34e-01      3.65e-03    1.60e-03      1.61e-02    1.59e-02    6.9e-05
 266000      1.71e-01    1.40e-01      5.23e-03    3.27e-03      1.91e-02    1.61e-02    6.9e-05
 266100      1.46e-01    1.80e-01      2.24e-03    2.65e-03      1.70e-02    2.12e-02    6.9e-05
 266200      1.60e-01    1.74e-01      4.78e-03    3.36e-04      1.73e-02    2.07e-02    6.9e-05
 266300      1.51e-01    1.33e-01      2.51e-03    2.29e-03      1.77e-02    1.55e-02    6.9e-05
 266400      1.26e-01    2.00e-01      2.12e-03    4.76e-03      1.48e-02    2.30e-02    6.9e-05
 266500      1.58e-01    1.47e-01      2.82e-03    4.62e-03      1.87e-02    1.65e-02    6.9e-05
 266600      1.54e-01    1.14e-01      1.84e-03    4.81e-03      1.82e-02    1.20e-02    6.9e-05
 266700      1.46e-01    1.38e-01      5.11e-03    4.03e-03      1.59e-02    1.62e-02    6.9e-05
 266800      1.77e-01    1.41e-01      6.11e-03    6.41e-03      1.87e-02    1.62e-02    6.9e-05
 266900      1.57e-01    1.59e-01      4.06e-03    7.54e-03      1.75e-02    1.62e-02    6.9e-05
 267000      1.57e-01    1.04e-01      3.84e-03    2.27e-03      1.75e-02    1.23e-02    6.9e-05
 267100      1.61e-01    1.21e-01      1.41e-03    2.05e-04      1.91e-02    1.45e-02    6.9e-05
 267200      1.82e-01    1.72e-01      1.16e-03    1.24e-04      2.16e-02    2.05e-02    6.9e-05
 267300      1.62e-01    1.43e-01      2.35e-03    9.89e-04      1.90e-02    1.70e-02    6.9e-05
 267400      1.36e-01    1.28e-01      1.45e-03    6.77e-03      1.61e-02    1.45e-02    6.9e-05
 267500      1.74e-01    1.31e-01      1.76e-03    4.70e-03      2.06e-02    1.44e-02    6.9e-05
 267600      1.38e-01    1.24e-01      2.10e-04    4.98e-03      1.65e-02    1.32e-02    6.9e-05
 267700      1.59e-01    1.45e-01      8.15e-04    2.32e-04      1.90e-02    1.73e-02    6.9e-05
 267800      1.49e-01    1.32e-01      2.68e-03    1.64e-03      1.73e-02    1.56e-02    6.9e-05
 267900      1.53e-01    1.26e-01      2.32e-03    3.41e-04      1.80e-02    1.51e-02    6.9e-05
 268000      1.66e-01    1.34e-01      1.87e-03    2.34e-03      1.97e-02    1.58e-02    6.9e-05
 268100      1.37e-01    1.92e-01      2.13e-03    1.87e-03      1.59e-02    2.28e-02    6.9e-05
 268200      1.57e-01    1.34e-01      2.52e-03    2.98e-03      1.85e-02    1.56e-02    6.9e-05
 268300      1.44e-01    1.45e-01      4.17e-03    5.43e-03      1.62e-02    1.58e-02    6.9e-05
 268400      1.59e-01    1.44e-01      7.55e-03    8.62e-03      1.61e-02    1.30e-02    6.9e-05
 268500      1.57e-01    1.67e-01      2.84e-03    7.99e-04      1.83e-02    1.99e-02    6.9e-05
 268600      1.51e-01    1.21e-01      8.50e-04    1.46e-03      1.80e-02    1.44e-02    6.9e-05
 268700      1.35e-01    1.37e-01      6.37e-04    1.97e-04      1.61e-02    1.64e-02    6.9e-05
 268800      1.52e-01    1.11e-01      1.89e-03    2.01e-03      1.80e-02    1.31e-02    6.9e-05
 268900      1.49e-01    1.64e-01      1.50e-03    1.84e-03      1.77e-02    1.94e-02    6.9e-05
 269000      1.54e-01    1.79e-01      1.64e-03    2.13e-03      1.82e-02    2.12e-02    6.9e-05
 269100      1.36e-01    1.71e-01      3.40e-03    2.42e-03      1.55e-02    2.02e-02    6.9e-05
 269200      1.50e-01    1.97e-01      4.40e-03    6.32e-03      1.65e-02    2.21e-02    6.9e-05
 269300      1.69e-01    2.04e-01      4.30e-03    5.37e-03      1.93e-02    2.33e-02    6.9e-05
 269400      1.39e-01    1.62e-01      4.11e-03    5.32e-03      1.55e-02    1.90e-02    6.9e-05
 269500      1.76e-01    1.70e-01      6.24e-03    4.97e-03      1.98e-02    1.91e-02    6.9e-05
 269600      1.75e-01    1.58e-01      4.56e-03    2.32e-03      1.92e-02    1.85e-02    6.9e-05
 269700      1.31e-01    1.35e-01      2.66e-03    4.17e-03      1.50e-02    1.52e-02    6.9e-05
 269800      1.53e-01    1.39e-01      7.58e-03    3.13e-03      1.53e-02    1.62e-02    6.9e-05
 269900      1.65e-01    1.62e-01      4.08e-04    5.89e-04      1.97e-02    1.93e-02    6.9e-05
 270000      1.23e-01    1.37e-01      3.50e-03    7.44e-03      1.49e-02    1.65e-02    6.3e-05
 270100      1.43e-01    1.23e-01      3.81e-03    3.10e-04      1.72e-02    1.54e-02    6.3e-05
 270200      1.44e-01    1.10e-01      4.66e-03    2.75e-03      1.66e-02    1.34e-02    6.3e-05
 270300      1.44e-01    1.50e-01      1.93e-03    3.39e-03      1.78e-02    1.82e-02    6.3e-05
 270400      1.24e-01    1.69e-01      3.73e-03    5.30e-03      1.49e-02    1.98e-02    6.3e-05
 270500      1.45e-01    1.12e-01      4.70e-03    9.01e-03      1.69e-02    1.26e-02    6.3e-05
 270600      1.19e-01    1.69e-01      2.24e-03    4.95e-03      1.46e-02    2.01e-02    6.3e-05
 270700      1.65e-01    1.51e-01      3.76e-03    4.00e-03      1.99e-02    1.82e-02    6.3e-05
 270800      1.40e-01    1.85e-01      2.12e-03    2.49e-03      1.73e-02    2.30e-02    6.3e-05
 270900      1.72e-01    1.73e-01      1.73e-03    2.14e-03      2.14e-02    2.15e-02    6.3e-05
 271000      1.15e-01    1.33e-01      2.17e-03    3.59e-03      1.43e-02    1.62e-02    6.3e-05
 271100      1.49e-01    1.23e-01      4.39e-03    3.04e-03      1.71e-02    1.49e-02    6.3e-05
 271200      1.31e-01    1.22e-01      2.29e-03    7.12e-03      1.62e-02    1.45e-02    6.3e-05
 271300      1.37e-01    1.39e-01      2.46e-03    7.54e-03      1.69e-02    1.40e-02    6.3e-05
 271400      1.69e-01    1.40e-01      2.59e-03    4.95e-03      2.09e-02    1.61e-02    6.3e-05
 271500      1.47e-01    1.59e-01      1.22e-03    5.98e-04      1.84e-02    1.99e-02    6.3e-05
 271600      1.39e-01    1.40e-01      2.56e-03    8.15e-03      1.72e-02    1.66e-02    6.3e-05
 271700      1.19e-01    1.11e-01      3.08e-03    6.30e-04      1.40e-02    1.39e-02    6.3e-05
 271800      1.38e-01    1.83e-01      1.24e-03    8.04e-04      1.72e-02    2.29e-02    6.3e-05
 271900      1.44e-01    1.22e-01      2.63e-03    4.45e-03      1.78e-02    1.41e-02    6.3e-05
 272000      1.45e-01    1.29e-01      1.38e-03    2.57e-03      1.81e-02    1.59e-02    6.3e-05
 272100      1.62e-01    1.64e-01      3.31e-03    5.29e-04      1.95e-02    2.06e-02    6.3e-05
 272200      1.40e-01    1.38e-01      3.47e-03    1.96e-03      1.67e-02    1.72e-02    6.3e-05
 272300      1.47e-01    1.27e-01      4.40e-03    2.54e-03      1.76e-02    1.55e-02    6.3e-05
 272400      1.37e-01    1.47e-01      1.54e-03    1.54e-03      1.71e-02    1.84e-02    6.3e-05
 272500      1.46e-01    1.57e-01      9.29e-04    2.88e-04      1.82e-02    1.97e-02    6.3e-05
 272600      1.36e-01    1.03e-01      3.87e-03    1.07e-03      1.63e-02    1.29e-02    6.3e-05
 272700      1.54e-01    1.44e-01      4.90e-03    6.89e-03      1.83e-02    1.74e-02    6.3e-05
 272800      1.61e-01    9.70e-02      3.19e-03    1.01e-04      1.96e-02    1.22e-02    6.3e-05
 272900      1.28e-01    1.33e-01      2.50e-03    4.01e-03      1.55e-02    1.65e-02    6.3e-05
 273000      1.33e-01    1.38e-01      3.02e-03    7.46e-04      1.59e-02    1.72e-02    6.3e-05
 273100      1.45e-01    1.59e-01      2.54e-03    3.76e-03      1.79e-02    1.92e-02    6.3e-05
 273200      1.45e-01    1.31e-01      3.40e-03    1.54e-03      1.75e-02    1.63e-02    6.3e-05
 273300      1.65e-01    1.20e-01      6.43e-04    2.84e-03      2.07e-02    1.47e-02    6.3e-05
 273400      1.42e-01    1.23e-01      4.23e-03    5.31e-03      1.65e-02    1.49e-02    6.3e-05
 273500      1.40e-01    1.71e-01      1.34e-03    4.24e-04      1.75e-02    2.14e-02    6.3e-05
 273600      1.66e-01    1.64e-01      4.84e-03    7.33e-03      1.97e-02    1.99e-02    6.3e-05
 273700      1.70e-01    1.40e-01      3.90e-03    8.41e-04      2.06e-02    1.75e-02    6.3e-05
 273800      1.54e-01    9.88e-02      2.46e-03    6.19e-04      1.91e-02    1.24e-02    6.3e-05
 273900      1.47e-01    1.55e-01      4.39e-03    5.93e-03      1.73e-02    1.77e-02    6.3e-05
 274000      1.53e-01    1.34e-01      1.86e-03    6.22e-04      1.90e-02    1.68e-02    6.3e-05
 274100      1.34e-01    1.69e-01      1.16e-03    7.04e-03      1.67e-02    2.07e-02    6.3e-05
 274200      1.45e-01    1.49e-01      1.78e-03    2.97e-03      1.80e-02    1.82e-02    6.3e-05
