# LAMMPS data file written by OVITO Basic 3.5.4
2400 atoms
1 atom types
-10.131172 15.196758 xlo xhi
-25.07337 28.65528 ylo yhi
-11.0 25.0 zlo zhi

Masses

1 63.546

Atoms  # full

1 1 1 0.0 -8.23157733 -22.3869375 9.7126197936 0 0 0
2 1 1 0.0 -9.4979738295 -24.1778925 8.5265979308 0 0 0
3 1 1 0.0 -8.2315773284 -22.3869375 7.1794388542 0 0 0
4 1 1 0.0 -9.4979738273 -24.1778925 5.8887858791 0 0 0
5 1 1 0.0 -8.2315773263 -22.3869375 4.5675219791 0 0 0
6 1 1 0.0 -9.4979738257 -24.1778925 3.267730298 0 0 0
7 1 1 0.0 -8.2315773252 -22.3869375 1.9593261573 0 0 0
8 1 1 0.0 -9.497973825 -24.1778925 0.6537069081 0 0 0
9 1 1 0.0 -8.231577325 -22.3869375 -0.6537069081 0 0 0
10 1 1 0.0 -9.4979738248 -24.1778925 -1.9593261573 0 0 0
11 1 1 0.0 -8.2315773243 -22.3869375 -3.267730298 0 0 0
12 1 1 0.0 -9.4979738237 -24.1778925 -4.5675219791 0 0 0
13 1 1 0.0 -8.2315773227 -22.3869375 -5.8887858791 0 0 0
14 1 1 0.0 -9.4979738216 -24.1778925 -7.1794388542 0 0 0
15 1 1 0.0 -8.2315773205 -22.3869375 -8.5265979308 0 0 0
16 1 1 0.0 -9.49797382 -24.1778925 -9.7126197936 0 0 0
17 1 1 0.0 -8.23157733 -18.8050275 9.7126197936 0 0 0
18 1 1 0.0 -9.4979738295 -20.5959825 8.5265979308 0 0 0
19 1 1 0.0 -8.2315773284 -18.8050275 7.1794388542 0 0 0
20 1 1 0.0 -9.4979738273 -20.5959825 5.8887858791 0 0 0
21 1 1 0.0 -8.2315773263 -18.8050275 4.5675219791 0 0 0
22 1 1 0.0 -9.4979738257 -20.5959825 3.267730298 0 0 0
23 1 1 0.0 -8.2315773252 -18.8050275 1.9593261573 0 0 0
24 1 1 0.0 -9.497973825 -20.5959825 0.6537069081 0 0 0
25 1 1 0.0 -8.231577325 -18.8050275 -0.6537069081 0 0 0
26 1 1 0.0 -9.4979738248 -20.5959825 -1.9593261573 0 0 0
27 1 1 0.0 -8.2315773243 -18.8050275 -3.267730298 0 0 0
28 1 1 0.0 -9.4979738237 -20.5959825 -4.5675219791 0 0 0
29 1 1 0.0 -8.2315773227 -18.8050275 -5.8887858791 0 0 0
30 1 1 0.0 -9.4979738216 -20.5959825 -7.1794388542 0 0 0
31 1 1 0.0 -8.2315773205 -18.8050275 -8.5265979308 0 0 0
32 1 1 0.0 -9.49797382 -20.5959825 -9.7126197936 0 0 0
33 1 1 0.0 -8.23157733 -15.2231175 9.7126197936 0 0 0
34 1 1 0.0 -9.4979738295 -17.0140725 8.5265979308 0 0 0
